
2130,Australia and Oceania,Palau,Clothes,Online,C,447357547,1894.0,109.28,35.84,206976.32,67880.96,139095.36
2131,Central America and the Caribbean,Panama,Personal Care,Online,H,307577550,7887.0,81.73,56.67,644604.51,446956.29,197648.22
2132,Central America and the Caribbean,Dominican Republic,Cosmetics,Online,H,722346198,7147.0,437.2,263.33,3124668.4,1882019.51,1242648.89
2133,Europe,Latvia,Snacks,Online,M,943274819,4836.0,152.58,97.44,737876.88,471219.84,266657.04
2134,Asia,Bangladesh,Beverages,Offline,M,292287242,3145.0,47.45,31.79,149230.25,99979.55,49250.7
2135,Middle East and North Africa,Syria,Vegetables,Offline,C,411619794,6299.0,154.06,90.93,970423.94,572768.07,397655.87
2136,Europe,Hungary,Office Supplies,Online,H,313821303,5552.0,651.21,524.96,3615517.92,2914577.92,700940.0
2137,Europe,Slovakia,Beverages,Online,M,431753098,4191.0,47.45,31.79,198862.95,133231.89,65631.06
2138,Asia,Tajikistan,Baby Food,Online,M,368589007,2533.0,255.28,159.42,646624.24,403810.86,242813.38
2139,Sub-Saharan Africa,Benin,Vegetables,Offline,M,247815358,2926.0,154.06,90.93,450779.56,266061.18,184718.38
2140,Australia and Oceania,East Timor,Clothes,Online,L,263230979,4751.0,109.28,35.84,519189.28,170275.84,348913.44
2141,Central America and the Caribbean,Dominican Republic,Snacks,Offline,C,228947198,9418.0,152.58,97.44,1436998.44,917689.92,519308.52
2142,Sub-Saharan Africa,Cote Hello,Vegetables,Offline,C,929387843,5371.0,154.06,90.93,827456.26,488385.03,339071.23
2143,Europe,Bosnia and Herzegovina,Household,Online,C,969289243,3082.0,668.27,502.54,2059608.14,1548828.28,510779.86
2144,Sub-Saharan Africa,Burundi,Office Supplies,Offline,M,823700225,56.0,651.21,524.96,36467.76,29397.76,7070.0
2145,Asia,Sri Lanka,Clothes,Online,C,587982118,5830.0,109.28,35.84,637102.4,208947.2,428155.2
2146,Middle East and North Africa,Pakistan,Cereal,Online,C,427808749,6971.0,205.7,117.11,1433934.7,816373.81,617560.89
2147,Central America and the Caribbean,The Bahamas,Household,Offline,H,129166448,2077.0,668.27,502.54,1387996.79,1043775.58,344221.21
2148,Asia,India,Personal Care,Offline,H,448354041,6779.0,81.73,56.67,554047.67,384165.93,169881.74
2149,Europe,Norway,Snacks,Offline,M,861982858,8738.0,152.58,97.44,1333244.04,851430.72,481813.32
2150,Asia,China,Meat,Online,C,916976726,2645.0,421.89,364.69,1115899.05,964605.05,151294.0
2151,Sub-Saharan Africa,Rwanda,Office Supplies,Online,L,680571973,5225.0,651.21,524.96,3402572.25,2742916.0,659656.25
2152,Europe,Italy,Meat,Online,M,290317428,233.0,421.89,364.69,98300.37,84972.77,13327.6
2153,Asia,India,Office Supplies,Online,H,404074418,3455.0,651.21,524.96,2249930.55,1813736.8,436193.75
2154,North America,Greenland,Snacks,Offline,H,850016772,7707.0,152.58,97.44,1175934.06,750970.08,424963.98
2155,Central America and the Caribbean,The Bahamas,Vegetables,Offline,H,176630818,7839.0,154.06,90.93,1207676.34,712800.27,494876.07
2156,Middle East and North Africa,Afghanistan,Meat,Offline,H,602715384,5731.0,421.89,364.69,2417851.59,2090038.39,327813.2
2157,Middle East and North Africa,Somalia,Personal Care,Online,L,367381799,5293.0,81.73,56.67,432596.89,299954.31,132642.58
2158,Middle East and North Africa,Azerbaijan,Fruits,Online,M,480053889,7469.0,9.33,6.92,69685.77,51685.48,18000.29
2159,Asia,Tajikistan,Office Supplies,Offline,L,670467984,5231.0,651.21,524.96,3406479.51,2746065.76,660413.75
2160,Sub-Saharan Africa,Djibouti,Personal Care,Online,C,738672912,8584.0,81.73,56.67,701570.32,486455.28,215115.04
2161,Europe,Slovenia,Clothes,Offline,C,105030000,9566.0,109.28,35.84,1045372.48,342845.44,702527.04
2162,Europe,Belgium,Beverages,Online,H,960213077,7242.0,47.45,31.79,343632.9,230223.18,113409.72
2163,Australia and Oceania,Australia,Cereal,Online,M,615208470,2713.0,205.7,117.11,558064.1,317719.43,240344.67
2164,North America,Greenland,Cosmetics,Offline,H,951315009,4106.0,437.2,263.33,1795143.2,1081232.98,713910.22
2165,Middle East and North Africa,Lebanon,Beverages,Offline,L,770144021,1585.0,47.45,31.79,75208.25,50387.15,24821.1
2166,Europe,Hungary,Cosmetics,Offline,L,743619334,2341.0,437.2,263.33,1023485.2,616455.53,407029.67
2167,Europe,Ireland,Office Supplies,Offline,H,263977277,5597.0,651.21,524.96,3644822.37,2938201.12,706621.25
2168,Australia and Oceania,Papua New Guinea,Vegetables,Offline,H,593766677,7609.0,154.06,90.93,1172242.54,691886.37,480356.17
2169,Sub-Saharan Africa,The Gambia,Office Supplies,Offline,C,815848863,6663.0,651.21,524.96,4339012.23,3497808.48,841203.75
2170,Sub-Saharan Africa,Guinea,Cereal,Online,H,983397662,8076.0,205.7,117.11,1661233.2,945780.36,715452.84
2171,Sub-Saharan Africa,Tanzania,Household,Offline,H,769899404,9197.0,668.27,502.54,6146079.19,4621860.38,1524218.81
2172,Europe,Montenegro,Office Supplies,Offline,H,819152915,4406.0,651.21,524.96,2869231.26,2312973.76,556257.5
2173,Central America and the Caribbean,Cuba,Meat,Offline,C,495269525,113.0,421.89,364.69,47673.57,41209.97,6463.6
2174,Sub-Saharan Africa,Uganda,Cereal,Offline,M,132673060,9762.0,205.7,117.11,2008043.4,1143227.82,864815.58
2175,Sub-Saharan Africa,South Sudan,Cereal,Online,H,586099851,8825.0,205.7,117.11,1815302.5,1033495.75,781806.75
2176,Europe,France,Personal Care,Offline,C,980598723,9808.0,81.73,56.67,801607.84,555819.36,245788.48
2177,Asia,Malaysia,Fruits,Offline,L,961531007,7247.0,9.33,6.92,67614.51,50149.24,17465.27
2178,Middle East and North Africa,Jordan,Cosmetics,Offline,M,244570529,2709.0,437.2,263.33,1184374.8,713360.97,471013.83
2179,Sub-Saharan Africa,Cote Hello,Snacks,Online,M,865703618,9793.0,152.58,97.44,1494215.94,954229.92,539986.02
2180,Asia,Singapore,Baby Food,Online,M,431229102,9129.0,255.28,159.42,2330451.12,1455345.18,875105.94
2181,Central America and the Caribbean,Saint Kitts and Nevis,Cereal,Offline,H,667758309,3378.0,205.7,117.11,694854.6,395597.58,299257.02
2182,Asia,China,Household,Online,H,672215068,2232.0,668.27,502.54,1491578.64,1121669.28,369909.36
2183,Sub-Saharan Africa,Senegal,Cosmetics,Online,H,961835706,7414.0,437.2,263.33,3241400.8,1952328.62,1289072.18
2184,Asia,Tajikistan,Beverages,Offline,C,324169051,7681.0,47.45,31.79,364463.45,244178.99,120284.46
2185,Sub-Saharan Africa,Burundi,Baby Food,Offline,M,767076432,3817.0,255.28,159.42,974403.76,608506.14,365897.62
2186,Sub-Saharan Africa,Mauritius,Snacks,Online,C,768731677,3641.0,152.58,97.44,555543.78,354779.04,200764.74
2187,Sub-Saharan Africa,Botswana,Vegetables,Offline,C,227621114,7001.0,154.06,90.93,1078574.06,636600.93,441973.13
2188,Sub-Saharan Africa,Liberia,Personal Care,Offline,H,912543570,776.0,81.73,56.67,63422.48,43975.92,19446.56
2189,Central America and the Caribbean,Honduras,Office Supplies,Offline,M,612610375,3878.0,651.21,524.96,2525392.38,2035794.88,489597.5
2190,Australia and Oceania,Papua New Guinea,Snacks,Offline,L,787245357,2250.0,152.58,97.44,343305.0,219240.0,124065.0
2191,Central America and the Caribbean,Costa Rica,Meat,Offline,H,716184842,3865.0,421.89,364.69,1630604.85,1409526.85,221078.0
2192,North America,Canada,Cosmetics,Offline,L,649477660,3727.0,437.2,263.33,1629444.4,981430.91,648013.49
2193,Sub-Saharan Africa,Rwanda,Office Supplies,Offline,M,457485139,8874.0,651.21,524.96,5778837.54,4658495.04,1120342.5
2194,Sub-Saharan Africa,Togo,Beverages,Offline,M,980881106,3372.0,47.45,31.79,160001.4,107195.88,52805.52
2195,Australia and Oceania,Samoa,Beverages,Offline,C,880651891,3319.0,47.45,31.79,157486.55,105511.01,51975.54
2196,Sub-Saharan Africa,Eritrea,Baby Food,Offline,C,688096320,1847.0,255.28,159.42,471502.16,294448.74,177053.42
2197,Sub-Saharan Africa,Guinea,Vegetables,Offline,H,554825723,4116.0,154.06,90.93,634110.96,374267.88,259843.08
2198,Australia and Oceania,Vanuatu,Fruits,Offline,H,702763926,2318.0,9.33,6.92,21626.94,16040.56,5586.38
2199,Europe,Andorra,Clothes,Offline,L,974147260,677.0,109.28,35.84,73982.56,24263.68,49718.88
2200,Sub-Saharan Africa,Niger,Cosmetics,Offline,H,381524550,448.0,437.2,263.33,195865.6,117971.84,77893.76
2201,Sub-Saharan Africa,Malawi,Fruits,Online,L,257757127,4917.0,9.33,6.92,45875.61,34025.64,11849.97
2202,Sub-Saharan Africa,Burundi,Baby Food,Online,C,206018817,4401.0,255.28,159.42,1123487.28,701607.42,421879.86
2203,Sub-Saharan Africa,Swaziland,Vegetables,Offline,H,349795949,1249.0,154.06,90.93,192420.94,113571.57,78849.37
2204,Middle East and North Africa,Morocco,Beverages,Offline,L,882887351,4842.0,47.45,31.79,229752.9,153927.18,75825.72
2205,Europe,Finland,Office Supplies,Online,H,719404351,6589.0,651.21,524.96,4290822.69,3458961.44,831861.25
2206,Europe,Georgia,Personal Care,Offline,L,643770778,4934.0,81.73,56.67,403255.82,279609.78,123646.04
2207,Middle East and North Africa,Morocco,Clothes,Online,C,160722959,350.0,109.28,35.84,38248.0,12544.0,25704.0
2208,Europe,Armenia,Meat,Offline,C,645309722,342.0,421.89,364.69,144286.38,124723.98,19562.4
2209,Sub-Saharan Africa,Malawi,Cosmetics,Offline,C,392892396,4446.0,437.2,263.33,1943791.2,1170765.18,773026.02
2210,Europe,Malta,Cereal,Offline,M,469144809,9229.0,205.7,117.11,1898405.3,1080808.19,817597.11
2211,Sub-Saharan Africa,Angola,Vegetables,Offline,H,660053288,3291.0,154.06,90.93,507011.46,299250.63,207760.83
2212,Europe,Norway,Cosmetics,Online,L,821916663,2260.0,437.2,263.33,988072.0,595125.8,392946.2
2213,Central America and the Caribbean,Dominican Republic,Personal Care,Online,M,431346261,3799.0,81.73,56.67,310492.27,215289.33,95202.94
2214,Europe,Austria,Household,Offline,M,835265910,2599.0,668.27,502.54,1736833.73,1306101.46,430732.27
2215,Central America and the Caribbean,Saint Kitts and Nevis,Cosmetics,Online,C,300911939,5384.0,437.2,263.33,2353884.8,1417768.72,936116.08
2216,Asia,Tajikistan,Cereal,Offline,H,765833175,5910.0,205.7,117.11,1215687.0,692120.1,523566.9
2217,Asia,Singapore,Baby Food,Offline,C,187890946,9961.0,255.28,159.42,2542844.08,1587982.62,954861.46
2218,Europe,Greece,Household,Online,L,195259082,356.0,668.27,502.54,237904.12,178904.24,58999.88
2219,North America,United States of America,Personal Care,Offline,H,236423909,1943.0,81.73,56.67,158801.39,110109.81,48691.58
2220,Sub-Saharan Africa,Central African Republic,Meat,Offline,H,730184257,6603.0,421.89,364.69,2785739.67,2408048.07,377691.6
2221,Sub-Saharan Africa,The Gambia,Meat,Online,M,815651452,8245.0,421.89,364.69,3478483.05,3006869.05,471614.0
2222,Asia,North Korea,Fruits,Online,C,602249324,7813.0,9.33,6.92,72895.29,54065.96,18829.33
2223,Sub-Saharan Africa,Madagascar,Snacks,Offline,H,719714200,8280.0,152.58,97.44,1263362.4,806803.2,456559.2
2224,Central America and the Caribbean,El Salvador,Personal Care,Online,H,968094909,9652.0,81.73,56.67,788857.96,546978.84,241879.12
2225,Australia and Oceania,New Zealand,Office Supplies,Offline,H,767752778,3963.0,651.21,524.96,2580745.23,2080416.48,500328.75
2226,Sub-Saharan Africa,The Gambia,Household,Online,M,509361636,282.0,668.27,502.54,188452.14,141716.28,46735.86
2227,Sub-Saharan Africa,Liberia,Baby Food,Offline,L,203907811,9707.0,255.28,159.42,2478002.96,1547489.94,930513.02
2228,Middle East and North Africa,Oman,Personal Care,Offline,M,832690131,369.0,81.73,56.67,30158.37,20911.23,9247.14
2229,Asia,Singapore,Baby Food,Offline,C,297319924,2428.0,255.28,159.42,619819.84,387071.76,232748.08
2230,Sub-Saharan Africa,Tanzania,Cereal,Offline,H,169721019,3076.0,205.7,117.11,632733.2,360230.36,272502.84
2231,Australia and Oceania,Marshall Islands,Office Supplies,Offline,L,742129743,1537.0,651.21,524.96,1000909.77,806863.52,194046.25
2232,Australia and Oceania,Papua New Guinea,Clothes,Offline,C,577094924,4067.0,109.28,35.84,444441.76,145761.28,298680.48
2233,Central America and the Caribbean,Grenada,Vegetables,Online,C,557477891,8951.0,154.06,90.93,1378991.06,813914.43,565076.63
2234,Sub-Saharan Africa,Seychelles,Clothes,Online,M,736452472,1507.0,109.28,35.84,164684.96,54010.88,110674.08
2235,Central America and the Caribbean,Saint Lucia,Fruits,Offline,M,787504994,9083.0,9.33,6.92,84744.39,62854.36,21890.03
2236,Middle East and North Africa,Turkey,Fruits,Online,C,454434287,6059.0,9.33,6.92,56530.47,41928.28,14602.19
2237,Sub-Saharan Africa,Sierra Leone,Household,Online,C,901351678,8846.0,668.27,502.54,5911516.42,4445468.84,1466047.58
2238,Asia,Laos,Beverages,Online,L,662680995,888.0,47.45,31.79,42135.6,28229.52,13906.08
2239,Europe,Cyprus,Clothes,Online,C,593158566,7656.0,109.28,35.84,836647.68,274391.04,562256.64
2240,Europe,Serbia,Vegetables,Offline,C,717833220,1657.0,154.06,90.93,255277.42,150671.01,104606.41
2241,Europe,Belgium,Vegetables,Online,H,682066285,7426.0,154.06,90.93,1144049.56,675246.18,468803.38
2242,Sub-Saharan Africa,Zimbabwe,Clothes,Online,M,201531589,6530.0,109.28,35.84,713598.4,234035.2,479563.2
2243,Europe,Greece,Cereal,Online,H,412215459,2569.0,205.7,117.11,528443.3,300855.59,227587.71
2244,Asia,South Korea,Cosmetics,Offline,L,720416724,6173.0,437.2,263.33,2698835.6,1625536.09,1073299.51
2245,Europe,Bosnia and Herzegovina,Office Supplies,Offline,C,152746713,2.0,651.21,524.96,1302.42,1049.92,252.5
2246,Sub-Saharan Africa,Mauritius,Office Supplies,Offline,M,506129252,3748.0,651.21,524.96,2440735.08,1967550.08,473185.0
2247,Middle East and North Africa,Israel,Meat,Online,H,497800672,9136.0,421.89,364.69,3854387.04,3331807.84,522579.2
2248,Europe,Italy,Cereal,Online,M,715309798,4920.0,205.7,117.11,1012044.0,576181.2,435862.8
2249,Europe,Belarus,Fruits,Online,L,466517961,1886.0,9.33,6.92,17596.38,13051.12,4545.26
2250,Middle East and North Africa,Iran,Fruits,Online,C,929598987,7853.0,9.33,6.92,73268.49,54342.76,18925.73
2251,Middle East and North Africa,Jordan,Fruits,Online,L,203039205,2667.0,9.33,6.92,24883.11,18455.64,6427.47
2252,Sub-Saharan Africa,South Africa,Cosmetics,Online,C,955637443,3210.0,437.2,263.33,1403412.0,845289.3,558122.7
2253,Sub-Saharan Africa,Benin,Beverages,Online,L,976505029,8393.0,47.45,31.79,398247.85,266813.47,131434.38
2254,Europe,Latvia,Meat,Offline,C,825065791,4157.0,421.89,364.69,1753796.73,1516016.33,237780.4
2255,Sub-Saharan Africa,Lesotho,Meat,Offline,M,681056058,8477.0,421.89,364.69,3576361.53,3091477.13,484884.4
2256,Australia and Oceania,Fiji,Clothes,Online,L,794524657,6357.0,109.28,35.84,694692.96,227834.88,466858.08
2257,Sub-Saharan Africa,Niger,Clothes,Offline,H,135832917,4834.0,109.28,35.84,528259.52,173250.56,355008.96
2258,Sub-Saharan Africa,Swaziland,Fruits,Offline,M,445654666,7974.0,9.33,6.92,74397.42,55180.08,19217.34
2259,Europe,Iceland,Office Supplies,Online,L,384976232,1877.0,651.21,524.96,1222321.17,985349.92,236971.25
2260,Australia and Oceania,New Zealand,Baby Food,Offline,C,485096442,9672.0,255.28,159.42,2469068.16,1541910.24,927157.92
2261,Middle East and North Africa,Lebanon,Beverages,Offline,H,897626626,6521.0,47.45,31.79,309421.45,207302.59,102118.86
2262,Asia,South Korea,Clothes,Online,H,944490611,4615.0,109.28,35.84,504327.2,165401.6,338925.6
2263,Europe,Hungary,Office Supplies,Offline,C,467924726,8179.0,651.21,524.96,5326246.59,4293647.84,1032598.75
2264,Europe,Greece,Cereal,Offline,L,280477797,8468.0,205.7,117.11,1741867.6,991687.48,750180.12
2265,Middle East and North Africa,Iran,Household,Online,M,815011155,8767.0,668.27,502.54,5858723.09,4405768.18,1452954.91
2266,Europe,Bulgaria,Fruits,Online,L,774698626,9394.0,9.33,6.92,87646.02,65006.48,22639.54
2267,Middle East and North Africa,Egypt,Meat,Online,H,283026540,2697.0,421.89,364.69,1137837.33,983568.93,154268.4
2268,Central America and the Caribbean,The Bahamas,Vegetables,Online,C,433793723,8057.0,154.06,90.93,1241261.42,732623.01,508638.41
2269,Middle East and North Africa,Azerbaijan,Fruits,Offline,C,141111505,6885.0,9.33,6.92,64237.05,47644.2,16592.85
2270,Asia,Kazakhstan,Baby Food,Offline,L,189403712,7622.0,255.28,159.42,1945744.16,1215099.24,730644.92
2271,Middle East and North Africa,Jordan,Baby Food,Online,M,983406674,743.0,255.28,159.42,189673.04,118449.06,71223.98
2272,Australia and Oceania,Marshall Islands,Snacks,Online,C,298169219,3753.0,152.58,97.44,572632.74,365692.32,206940.42
2273,Central America and the Caribbean,Barbados,Clothes,Online,H,929052674,6187.0,109.28,35.84,676115.36,221742.08,454373.28
2274,Sub-Saharan Africa,Burkina Faso,Cosmetics,Online,H,341730868,4613.0,437.2,263.33,2016803.6,1214741.29,802062.31
2275,Sub-Saharan Africa,Namibia,Cosmetics,Online,M,122190129,7629.0,437.2,263.33,3335398.8,2008944.57,1326454.23
2276,Australia and Oceania,East Timor,Beverages,Offline,M,126729285,867.0,47.45,31.79,41139.15,27561.93,13577.22
2277,Sub-Saharan Africa,Liberia,Meat,Offline,L,731959664,1985.0,421.89,364.69,837451.65,723909.65,113542.0
2278,Central America and the Caribbean,Haiti,Baby Food,Offline,M,584805095,5678.0,255.28,159.42,1449479.84,905186.76,544293.08
2279,Europe,Slovenia,Cereal,Online,M,652501904,8668.0,205.7,117.11,1783007.6,1015109.48,767898.12
2280,Sub-Saharan Africa,Zimbabwe,Snacks,Online,M,172598922,4711.0,152.58,97.44,718804.38,459039.84,259764.54
2281,Middle East and North Africa,Syria,Clothes,Online,L,702957475,9593.0,109.28,35.84,1048323.04,343813.12,704509.92
2282,Middle East and North Africa,Turkey,Household,Online,H,271751391,6130.0,668.27,502.54,4096495.1,3080570.2,1015924.9
2283,Central America and the Caribbean,El Salvador,Cereal,Online,L,127467000,9173.0,205.7,117.11,1886886.1,1074250.03,812636.07
2284,Europe,Bulgaria,Household,Online,M,688903129,600.0,668.27,502.54,400962.0,301524.0,99438.0
2285,Europe,Finland,Personal Care,Online,M,195171105,4322.0,81.73,56.67,353237.06,244927.74,108309.32
2286,Asia,Brunei,Meat,Online,L,555694758,1283.0,421.89,364.69,541284.87,467897.27,73387.6
2287,North America,Greenland,Office Supplies,Online,C,600210416,4455.0,651.21,524.96,2901140.55,2338696.8,562443.75
2288,Europe,Vatican City,Household,Offline,C,128766906,3844.0,668.27,502.54,2568829.88,1931763.76,637066.12
2289,Europe,San Marino,Vegetables,Offline,L,361725556,1485.0,154.06,90.93,228779.1,135031.05,93748.05
2290,Europe,Armenia,Personal Care,Online,C,789760196,6447.0,81.73,56.67,526913.31,365351.49,161561.82
2291,Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Online,H,523857152,9827.0,437.2,263.33,4296364.4,2587743.91,1708620.49
2292,Australia and Oceania,Palau,Cosmetics,Offline,H,545315253,9756.0,437.2,263.33,4265323.2,2569047.48,1696275.72
2293,Asia,Laos,Cosmetics,Offline,L,555745828,6395.0,437.2,263.33,2795894.0,1683995.35,1111898.65
2294,Europe,Slovakia,Cosmetics,Online,C,327072703,6936.0,437.2,263.33,3032419.2,1826456.88,1205962.32
2295,Central America and the Caribbean,Barbados,Household,Offline,L,151532208,603.0,668.27,502.54,402966.81,303031.62,99935.19
2296,Asia,India,Fruits,Offline,H,391673171,3650.0,9.33,6.92,34054.5,25258.0,8796.5
2297,Europe,Switzerland,Vegetables,Online,H,130356919,4364.0,154.06,90.93,672317.84,396818.52,275499.32
2298,Asia,Cambodia,Personal Care,Offline,L,320757281,8062.0,81.73,56.67,658907.26,456873.54,202033.72
2299,Europe,Portugal,Cereal,Offline,H,636360585,2093.0,205.7,117.11,430530.1,245111.23,185418.87
2300,Asia,Turkmenistan,Cosmetics,Online,C,820965659,837.0,437.2,263.33,365936.4,220407.21,145529.19
2301,Middle East and North Africa,Oman,Cereal,Online,H,238683831,705.0,205.7,117.11,145018.5,82562.55,62455.95
2302,Europe,Belarus,Beverages,Online,M,123938930,5138.0,47.45,31.79,243798.1,163337.02,80461.08
2303,Sub-Saharan Africa,Mozambique,Personal Care,Online,C,431467282,9612.0,81.73,56.67,785588.76,544712.04,240876.72
2304,Sub-Saharan Africa,Botswana,Fruits,Offline,M,286317718,6630.0,9.33,6.92,61857.9,45879.6,15978.3
2305,Central America and the Caribbean,Dominican Republic,Meat,Offline,H,233851563,729.0,421.89,364.69,307557.81,265859.01,41698.8
2306,Sub-Saharan Africa,Comoros,Office Supplies,Offline,L,889742648,3476.0,651.21,524.96,2263605.96,1824760.96,438845.0
2307,Asia,Kyrgyzstan,Meat,Online,C,689977300,8471.0,421.89,364.69,3573830.19,3089288.99,484541.2
2308,Asia,Laos,Meat,Online,C,840854346,6342.0,421.89,364.69,2675626.38,2312863.98,362762.4
2309,Asia,Japan,Beverages,Online,C,368985116,9750.0,47.45,31.79,462637.5,309952.5,152685.0
2310,Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,171293437,8389.0,154.06,90.93,1292409.34,762811.77,529597.57
2311,Central America and the Caribbean,Costa Rica,Baby Food,Offline,H,765015637,3982.0,255.28,159.42,1016524.96,634810.44,381714.52
2312,Sub-Saharan Africa,Comoros,Vegetables,Online,M,937700545,5284.0,154.06,90.93,814053.04,480474.12,333578.92
2313,Australia and Oceania,Palau,Personal Care,Offline,H,897209489,3081.0,81.73,56.67,251810.13,174600.27,77209.86
2314,Central America and the Caribbean,Grenada,Beverages,Online,H,921716296,5189.0,47.45,31.79,246218.05,164958.31,81259.74
2315,Sub-Saharan Africa,Guinea,Vegetables,Offline,C,909707295,1459.0,154.06,90.93,224773.54,132666.87,92106.67
2316,Asia,Cambodia,Beverages,Offline,L,829981315,8770.0,47.45,31.79,416136.5,278798.3,137338.2
2317,Sub-Saharan Africa,Kenya,Personal Care,Online,M,271649682,6032.0,81.73,56.67,492995.36,341833.44,151161.92
2318,Sub-Saharan Africa,Swaziland,Fruits,Online,M,694136226,9189.0,9.33,6.92,85733.37,63587.88,22145.49
2319,Asia,South Korea,Personal Care,Online,L,477177274,6214.0,81.73,56.67,507870.22,352147.38,155722.84
2320,Europe,Kosovo,Office Supplies,Offline,C,770821654,2112.0,651.21,524.96,1375355.52,1108715.52,266640.0
2321,Sub-Saharan Africa,Swaziland,Fruits,Online,M,545430696,3918.0,9.33,6.92,36554.94,27112.56,9442.38
2322,Australia and Oceania,Federated States of Micronesia,Clothes,Online,M,641678225,5701.0,109.28,35.84,623005.28,204323.84,418681.44
2323,Sub-Saharan Africa,Nigeria,Cosmetics,Online,C,620550572,3559.0,437.2,263.33,1555994.8,937191.47,618803.33
2324,Middle East and North Africa,Saudi Arabia,Cosmetics,Online,H,113346564,622.0,437.2,263.33,271938.4,163791.26,108147.14
2325,Sub-Saharan Africa,Central African Republic,Clothes,Online,M,171677529,2051.0,109.28,35.84,224133.28,73507.84,150625.44
2326,Middle East and North Africa,Iraq,Office Supplies,Online,L,117467296,38.0,651.21,524.96,24745.98,19948.48,4797.5
2327,Europe,United Kingdom,Cosmetics,Online,M,692952191,8807.0,437.2,263.33,3850420.4,2319147.31,1531273.09
2328,Australia and Oceania,New Zealand,Cosmetics,Offline,M,910681045,9613.0,437.2,263.33,4202803.6,2531391.29,1671412.31
2329,Central America and the Caribbean,Haiti,Vegetables,Online,H,303515183,5742.0,154.06,90.93,884612.52,522120.06,362492.46
2330,Australia and Oceania,Vanuatu,Household,Online,L,274628436,7512.0,668.27,502.54,5020044.24,3775080.48,1244963.76
2331,Europe,Ukraine,Beverages,Offline,L,947507131,7271.0,47.45,31.79,345008.95,231145.09,113863.86
2332,Australia and Oceania,Papua New Guinea,Beverages,Offline,L,715950095,4398.0,47.45,31.79,208685.1,139812.42,68872.68
2333,Asia,Japan,Fruits,Offline,C,294068658,306.0,9.33,6.92,2854.98,2117.52,737.46
2334,Sub-Saharan Africa,Malawi,Personal Care,Offline,C,466286647,3436.0,81.73,56.67,280824.28,194718.12,86106.16
2335,Middle East and North Africa,Qatar,Meat,Offline,C,737340390,4262.0,421.89,364.69,1798095.18,1554308.78,243786.4
2336,Sub-Saharan Africa,Botswana,Office Supplies,Offline,C,682278716,289.0,651.21,524.96,188199.69,151713.44,36486.25
2337,Europe,Ireland,Personal Care,Offline,L,396462953,1053.0,81.73,56.67,86061.69,59673.51,26388.18
2338,Asia,Bangladesh,Meat,Online,H,945566928,3121.0,421.89,364.69,1316718.69,1138197.49,178521.2
2339,Asia,South Korea,Cosmetics,Online,C,315576970,5093.0,437.2,263.33,2226659.6,1341139.69,885519.91
2340,Europe,Russia,Beverages,Offline,M,162791907,2598.0,47.45,31.79,123275.1,82590.42,40684.68
2341,Asia,North Korea,Household,Online,M,863823068,3297.0,668.27,502.54,2203286.19,1656874.38,546411.81
2342,Asia,Bangladesh,Meat,Online,L,165594279,1882.0,421.89,364.69,793996.98,686346.58,107650.4
2343,Europe,Luxembourg,Cosmetics,Online,M,835341870,5077.0,437.2,263.33,2219664.4,1336926.41,882737.99
2344,Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,C,310614669,6638.0,109.28,35.84,725400.64,237905.92,487494.72
2345,Europe,Norway,Household,Offline,C,149274003,2350.0,668.27,502.54,1570434.5,1180969.0,389465.5
2346,Middle East and North Africa,Libya,Beverages,Offline,H,179493701,5030.0,47.45,31.79,238673.5,159903.7,78769.8
2347,Sub-Saharan Africa,Chad,Clothes,Online,M,749760091,9527.0,109.28,35.84,1041110.56,341447.68,699662.88
2348,Australia and Oceania,Tonga,Baby Food,Offline,C,478872001,7721.0,255.28,159.42,1971016.88,1230881.82,740135.06
2349,Australia and Oceania,Tonga,Beverages,Online,L,305940759,3524.0,47.45,31.79,167213.8,112027.96,55185.84
2350,Asia,India,Beverages,Online,C,340390193,7877.0,47.45,31.79,373763.65,250409.83,123353.82
2351,Europe,Estonia,Cosmetics,Offline,C,311956632,3755.0,437.2,263.33,1641686.0,988804.15,652881.85
2352,Europe,Ukraine,Baby Food,Offline,L,920688903,1161.0,255.28,159.42,296380.08,185086.62,111293.46
2353,Asia,Laos,Meat,Online,L,686948335,2133.0,421.89,364.69,899891.37,777883.77,122007.6
2354,Sub-Saharan Africa,South Africa,Household,Offline,C,901408755,5737.0,668.27,502.54,3833864.99,2883071.98,950793.01
2355,Sub-Saharan Africa,Republic of the Congo,Meat,Online,C,675056493,3072.0,421.89,364.69,1296046.08,1120327.68,175718.4
2356,Sub-Saharan Africa,Guinea,Beverages,Offline,C,989190375,2269.0,47.45,31.79,107664.05,72131.51,35532.54
2357,Asia,Nepal,Household,Offline,L,645421731,3488.0,668.27,502.54,2330925.76,1752859.52,578066.24
2358,Asia,Vietnam,Meat,Online,H,315674388,3921.0,421.89,364.69,1654230.69,1429949.49,224281.2
2359,Middle East and North Africa,Tunisia,Cereal,Offline,C,292184674,2793.0,205.7,117.11,574520.1,327088.23,247431.87
2360,Middle East and North Africa,Algeria,Baby Food,Offline,M,937501418,6358.0,255.28,159.42,1623070.24,1013592.36,609477.88
